hostelnumber,num_reviews,description,score,features,policies
301,341,"Norcenni Girasole Club is a Tourist Resort set on the slopes of the Chianti hills, between Florence and Siena. Here you will find 2 water parks with many swimming-pools, a spa with fitness centre, various bars and restaurants and a tours,excursions and information office. The Resort offers various accomodations: cozy rooms and apartments with kitchenette in the beautiful Villa Norcenni, confortable Bungalows , Chalets and Mobile-Homes with patio immersed in the Tuscan countryside. Florence is a 30-minute drive away, while Siena is 55 km from the property.",0,24 Hour Security|Bar|Breakfast Not Included|Café|Card Phones|Currency Exchange|Games Room|Late check-out|Linen Included|Mini-Supermarket|Outdoor Swimming Pool|Parking|Pool Table|Reception (limited hours)|Restaurant|Swimming Pool,Credit Cards Accepted|No Curfew
303,2466,"Free Internet! Free Wi-Fi!! Free breakfast!!! Cheap, Cheerful, Clean and Green...... Neptune's Hostel is located right in the town centre, up a little lane called Bishop's Lane. We are only 5 minutes from the bus and train stations and 2 minutes from the famous Killarney national park. Family owned and run, we have been open for 20 years and are recommended by the likes of Lonely Planet, Let's Go, Guide de Routard, Rough Guide, Frommers and Marco Polo. We have recently joined the Green Tourism Business Scheme (GTBS), a non profit organisation that aims to reduce the impact our business has on the environment. We are delighted to say we were awarded a Silver rating! You can find more information at www.green-business.co.uk We offer discounted tours to The Ring of Kerry, Dingle peninsula, the Gap of Dunloe and the Lakes of Killarney. Discounted bike hire is available, and we offer every guest a guide to Killarney complete with maps and local information. We also provide suggestions for hikes, walks and cycles, with maps and routes available for free. If you like the outdoors, you'll love Killarney. We are surrounded on three sides by the beautiful National Park , with endless walks, trails and cycle routes. Killarney town is home to many great bars, offering a wide choice of music, and lots of cafes and restaurants to suit every budget. The hostel itself is very comfortable and relaxed, and offers the following amenities: Free breakfast! Free Internet !! Free Wi-Fi !!! Same Day Laundry Service Free luggage storage Free Security lockers available Free Bike Storage Free Hot Showers Centrally Heated Throughout Extensive Self Catering Kitchen Social Room - Games, Satellite TV Book Exchange Family Rooms en Suite Low Cost Telephone BBQ Available Please Note: Stag parties are not permitted at Neptune's. Drinking is allowed, but only in one of our many social areas, and not in the bedrooms Smoking is not permitted inside the building. Larger groups may be asked for a deposit, refunded provided hostel rules are adhered to.",85,24 Hour Reception|24 Hour Security|Adaptors|BBQ|Bicycle Hire|Bicycle Parking|Board games|Book Exchange|Free Breakfast|Cable TV|Common Room|Currency Exchange|Telephone/Fax Facilities|Free City Maps|Free Internet Access|Free WiFi|Games Room|Hair Dryers|Hair Dryers For Hire|Hot Showers|Housekeeping|Internet Access|Jobs Board|Key Card Access|Self-Catering Facilities|Laundry Facilities|Linen Included|Security Lockers|Luggage Storage|Outdoor Terrace|Postal Service|Safe Deposit Box|STEAMROOM|Tours/Travel Desk|Towels for hire|Vending Machines|Washing machine|Wheelchair Friendly,Child Friendly|Credit Cards Accepted|Non Smoking|Taxes Included
304,133,"We are situated on the main street of the picturesque town of Cahirsiveen, where the hills of the ring of Kerry sweep down to Dingle bay. We have en-suite private, family, double, twin and dormitory type rooms. Also on site are free hot showers, laundry facilities, fully equipped kitchen and bike storage. We will arrange tours to the Skellig rocks for you and provide information on the many attractions in the area. We have Wifi and also offers a free light breakfast. If one guest is booking the double or the twin, rate will be single occupancy.",88,Bicycle Parking|Card Phones|Common Room|Self-Catering Facilities|Late check-out|Linen Included|Luggage Storage|Reception (limited hours)|STEAMROOM,
309,755,"Killarneys most centrally located hostel. 100% owned by proud Kerry Folk! Clean, secure & charming. FREE Wi-Fi Internet Recommended by Let's Go & Lonely Planet ......................................................................................... IMPORTANT NOTE: ~CHECK IN TIME IS BETWEEN 4PM AND 8PM (alternative arrangements can sometimes be made, please contact hostel staff prior to your arrival). ~All group bookings are subject to a €20 per person security deposit. ~There are no debit/credit card facilities on site. We only accept cash. ........................................................................................ Ideal for exploring the gorgeous National Park & lakes. Perfect for music, partying and Irish dancing afterwards! ......................................................................................... ........................................................................................ LOCATION! LOCATION! LOCATION Ideally located hostel 8 minutes walk from bus/train station and beside entrance to Killarney National Park. This former guesthouse now serves as an ideal base for the local area including 25,000 acres of National Park, Muckross House and Gardens, Ross Castle and Torc Waterfall to name but a few. Or why not hire a bike to take you around the lakes and mountains of Killarney? Paddys Palace can also help with booking tours including the world famous Ring of Kerry' tour. Night time activities and recommendations are also offered with Killarney being full of traditional pubs with music. IMPORTANT NOTE: CHECK IN IS BETWEEN 4PM AND 8PM. HOSTEL IS CLOSED BETWEEN 2PM-4PM DAILY. Price includes FREE BREAKFAST",83,Book Exchange|Free Breakfast|Common Room|DVD's|Free Internet Access|Free WiFi|Hair Dryers|Hot Showers|Internet Access|Self-Catering Facilities|Linen Included|Security Lockers|Reception (limited hours)|STEAMROOM|Tea & Coffee Making Facilities|Towels for hire|Wi-Fi,Credit Cards Not Accepted|Curfew|Non Smoking
311,822,"A budget place to stay at the riverside with a beautiful view of the mountains. Our hotel is situated in the old town of Lucerne only a few minutes away from the station, the lake and the shopping area. It is ideal for all kinds of guests, groups and families. The hotel has 100 beds within rooms with 1-4 beds. All rooms have hot and cold running water. Free showers and toilets on each floor. Some rooms have private facilities. Elevator. Just relax in our cosy bar or meet your friends in a pleasant environment. Drinks are available at reasonable prices. For your entertainment there is also a TV with all English programmes at your disposal. Come and find out yourself! We welcome you all to our hotel in beautiful Lucerne. ------------------------------------------------------------------ Hotel's Conditions: Important note: Our Reception is open and check-in is possible at these times: 07.00h - 22.00h Anyone arriving later MUST let us know beforehand. For Dormitories, check-in is possible ONLY DURING RECEPTION OPENING HOURS. Thank You **Please note: You must send us notification of cancellation per mail/fax by 6 pm 2 days prior to planned arrival. Telephone cancellations are not acceptable. Failure to do so will result in you being charged for the first night!** Rates include service charges, but NOT the CITY TAX, which is CHF 3.60 per day for persons aged 12 years or older.",75,Bar|Breakfast Not Included|Currency Exchange|Elevator|Free City Maps|Free WiFi|Luggage Storage|Tours/Travel Desk,No Curfew|Non Smoking|Taxes Not Included
313,281,"Our 5 star Glendalough International country Youth Hostel is set in a deeply wooded glacial valley in Glendalough National Park. Private, family & dorms rooms are all available, all of which are en-suite. Self catering kitchen, free parking, conference rooms and internet access are all but a few of its features. If a 2 bed room is not available we may place you in a bigger PRIVATE room Glendalough was once the home of a 6th Century monastic settlement of saints and scholars.This area is a must for history, geography and nature enthusiasts. It's a great area for fishing, rock climbing, pony trekking, walking forest trails and Wicklow Way. The nearset shop is in Laragh 2km from the hostel. Internet 1 = 40min 2 = 60min After this why not check out out other hostel in Wicklow, Knockree Youth Hostel, near Enniskerry and along the Wicklow way.",87,24 Hour Security|Adaptors|BBQ|Bicycle Parking|Board games|Book Exchange|Breakfast Not Included|Card Phones|Common Room|DVD's|Free Parking|Hair Dryers|Hair Dryers For Hire|Internet Access|Key Card Access|Self-Catering Facilities|Late check-out|Laundry Facilities|Linen Included|Security Lockers|Luggage Storage|Parking|Reception (limited hours)|Restaurant|STEAMROOM|Towels for hire|Vending Machines|Washing machine|Wheelchair Friendly,Credit Cards Accepted|No Curfew|Non Smoking
314,654,"Situated in Aghadoe on the Ring of Kerry road, adjacent to the national park, this An Oige Youth Hostel is an impressive 18th century mansion on 77 acres of beautiful gardens and forests 5km from killarney. Commanding spectacular views over the mountains and lakes of Killarney, Aghadoe House is fully equipped with modern facilities whilst maintaining the charm and character of an historic building in peaceful surroundings. Meals now available On arrival a warm welcome awaits you from the friendly and knowledgeable staff who can advise you on all trips and activities available locally and nationally. There is plenty to see and do: Free wifi in public areas Tours of the Ring of Kerry, the Gap of Dunloe and the Dingle Peninsula. Boat trips or kayaking on the lakes, horse riding in the park, rock climbing, hiking and more. High ropes course ( Seasonal ) We have free information and maps for cyclists, walkers and motorists keen to explore the kingdom of Kerry. We specialize in family rooms, group rates and activities with a secure key card system in the hostel and bedrooms. Large TV & DVD lounge Secure storage room Library and games room Meals available for groups only (by request) Self catering facilities Laundry Free bed linen Towel hire Large car park which can accommodate coaches Wheelchair facilities National and international hostel booking facilities Garden seats and picnic benches Barbeque in grounds The hostel promotes an ecological policy. Just Launched - We now offer adventure activities in conjunction with Eco Adventure Ireland on our hostel grounds for groups. This includes mountain biking, archery, low ropes, target shooting, team tasks and orienteering. We also offer river & ecology field study days for schools. Latest check-in 21.00 . Reception opens at 10.00 am .",83,Adaptors|BBQ|Bicycle Parking|Board games|Breakfast Not Included|Cable TV|Cafe|Card Phones|Common Room|DVD's|Free City Maps|Free Parking|Free WiFi|Games Room|Hair Dryers For Hire|Hot Showers|Key Card Access|Self-Catering Facilities|Late check-out|Linen Included|Luggage Storage|Meals available|Parking|Reception (limited hours)|Restaurant|STEAMROOM|Tours/Travel Desk|Towels for hire|Vending Machines|Washing machine|Wheelchair Friendly,Credit Cards Accepted|No Curfew|Non Smoking
319,2364,"Welcome to Camping Michelangelo, the campsite in Florence with the best views! Camping Michelangelo overlooks the beautiful city of Florence and the Arno River. Camping Michelangelo has all the facilities a backpacker could want in Florence... laundry, free wi-fi, 24 hour security, luggage storage, bar pizzeria and more with a terrific terrace bar. Don't miss international sport shown every day on the terrace widescreen TV. Also not to be missed are our twice weekly theme nights at the bar during the summer. From the Sangria party to the Brasilian party- there's something for everyone! Our accommodation is unique to youth hostels in that we use comfortable two or three person house tents instead of dorms, and these include real beds with bed sheets, blankets and pillows. Due to local bylaws protecting the surrounding ancient olive groves we cannot provide hardtop accommodation. The house tents you can rent privately or share and are lockable. Towels and security boxes are available for hire from reception. We only offer housetents at Camping Michelangelo. If you prefer cabins you can check out our other campsites throughout Italy. Our camping village is located close to all the major tourist attractions such as the Ponte Vecchio, the Uffizi and the Duomo, as well as restaurants, bars and night clubs; these can be easily reached on foot or by local transport from the front gate. Check-out is by 11 am. Check-in is from 03 pm. Cancellations must be done at least 24hrs before check in to avoid being charged for your first night's stay. PLEASE READ BELOW, FOR VERY IMPORTANT INFORMATION!!!! According to the City Council resolution n. 230/33 of 06/20/2011, from July 1st the City of Florence will introduce the tourism tax, applied to non-residents overnight staying, for a maximum of 10 consecutive nights. The tourism tax rate is Euro 1,50 for night, and it is not applied to: -children (up to 10 years old); -people, who provide assistance to patients in hospital, max one each patient -people/family, who provide assistance to underage patients in hospital, max two each patient Travelling around Europe this summer? Festa di San Giovanni (Feast of St John- Florence's patron saint) On 24 June Florence celebrates with the lively calcio Storico medieval football matches played in Piazza di Sante Croce, ending with a fireworks display over Piazzale Michelangiolo- right next door to us! Don't miss it! The best view in all of Florence right at your tent. The campground was so great we spent more time there than in the city itself it was a really social place, and a fantastic experience overall. I would recommend it to anyone going to Florence. Lisa, USA The price is right too! I highly recommend this place. The bar and cafe have a patio that overlooks the best sunset I have seen in Italy! Jenny, USA",71,24 Hour Reception|24 Hour Security|Bar|Breakfast Not Included|Free WiFi|Hot Showers|Linen Included|Luggage Storage|Outdoor Terrace|Parking|Restaurant|Towels Not Included,Credit Cards Accepted|No Curfew
326,11,"Fuji Guest House has now been upgraded to Fuji Hotel: the management is the same. Ideally located in a nice quiet area, the hotel is minutes away from the heart of Kathmandu - Thamel. Thamel is a tourist hotspot and is always bustling with activity: the best pubs, the savory restaurants, travel bureaus, shops are all situated within walking distance! A family-run business, Fuji Hotel is a home away from home. The rooms are clean, spacious and comfortable. Besides having a friendly aura about it, the Fuji Hotel family provides guests quality service with a smile. Our staff is fluent in Japanese as well as in English. Since Fuji Hotel was recently extended and renovated, it boasts 20 new fully air-conditioned rooms in addition to 25 non-airconditioned yet equally comfortable rooms - ranging from standard, deluxe, super-deluxe to our new suites. The suites are well-equipped and come with their own modern kitchenettes and personalised room service. Our rooftop garden, with its panoromic view of Kathmandu and the Himalayas (*during viewing season), is an excellent place to unwind with a good book. Airport transfer: airport pick up cost 10$",94,24 Hour Reception|24 Hour Security|Air Conditioning|Airport Transfers|Bicycle Parking|Free Breakfast|Cable TV|Currency Exchange|Elevator|Free Internet Access|Free WiFi|Hair Dryers For Hire|Linen Included|Security Lockers|Luggage Storage|Outdoor Terrace|Parking|Postal Service|Reading Light|Restaurant|Safe Deposit Box|STEAMROOM|Tours/Travel Desk,
332,9,"Kusadasi which is situated on coast of the Aegean sea with its blue and clear water. Offers you a wonderful holiday whit is antique cities (Ephesus,Virgin Mary's House, Selcuk etc.) and nearness to Dilek yarimadasi(Wish Peninsula) that is also called Kalamaki, in addition to these Gultepe Apartments wish you a very relaxing and happy holiday in Kusadasi. Our apartments Gultepe which are located at KadinlarPlaji (Ladies Beach). It is the best beach in Kusadasi and a very suitable place for your summer holidays with its smiling personel who are always ready to welcome and please you. Gultepe Apartments are family run offering a relaxed atmosphere. Traditional Turkish hospitality with high standard of facilities. You can choose to swim in the sea which is only 150 mt from our apartments or swimming from our swimming pool and you can have a drink at our bar day or night.",0,24 Hour Reception|Air Conditioning|Airport Transfers|Bar|Bicycle Parking|Book Exchange|Free Breakfast|Card Phones|Common Room|Currency Exchange|Telephone/Fax Facilities|Free Parking|Hot Showers|Internet Access|Self-Catering Facilities|Laundry Facilities|Linen Included|Security Lockers|Outdoor Swimming Pool|Parking|Restaurant|Safe Deposit Box|Swimming Pool|Tours/Travel Desk|Towels for hire|Towels Included|Vending Machines,No Curfew
336,95,"BB Fly and Beach is located in front of a big beach, 5 minutes' from Rome/Fiumicino airport, near new Rome expo and 20 minutes' from Rome city. We have 3 double rooms equipped with bathroom, tv, air conditioning and minibar free. The shuttle car service to airport is free,available before 8.30am The BB Fly and Beach-guest house- is located in Focene town, little summer town, little part of Fiumicino city. Front BB Fly and Beach,there is a big free beach , it is possible to play beach volley,surf and wind surf and every beach game The BB Fly and Beach-guest house is the ideal place to relax ,and ideal for one fast stop before reaching to Rome-Fiumicino airport",97,Air Conditioning|Free Breakfast|Cable TV|Free Airport Transfer|Free Internet Access|Free Parking|Free WiFi|Hair Dryers|Internet Access|Minibar|Towels Included,Credit Cards Accepted
340,1,"Royal Astoria Hotel is set on the most quiet and pollution free upscale residential area of Hattigaunda, Kathmandu (Way to Budanilkantha). Only 15 minutes drive from the international airport. One can easily access to all tourist attractions from the hotel. Budanilkantha, Boudanath, Kopan Monastery, Pashupatinath and Swoyambhunath are in easy reach. Only 10 minutes taxi ride to Thamel and within 3 km. from Australian , American, Pakistan , Bangladesh Saudi Arab & Sri Lankan Embassy. Royal Astoria Hotel has 25 tastefully decorated deluxe rooms all featuring private bathroom, cable TV, Telephone and wi-fi internet access. Air conditioning can be set to your preferred level. Working desk makes your business simples, you can mix your own drinks from our well stocked mini bar. The private balconies offer beautiful view to Shivapuri National Reserve, Kopan Monastery. Pure air, well lighted , clean and comfortable deluxe rooms and twin/double bedroom studios equipped with aircondition, mini refrigerator, kitchenette with two ring electric hob, microwave, and electric kettle for tea/coffee are available for those who wish to stay longer. Royal Astoria Hotel offers accessible room for physically disabled people. The 'Four Leaf' Restaurant serves fine international cuisine prepared by our professional chef. You can spend pleasant hours relaxing at our landscaped garden with an appetizing drinks and meal. Either you can cosily dine inside the restaurant or outside under the stars. Lobby Bar is ideal place for international and domestic beverages.",0,24 Hour Reception|24 Hour Security|Adaptors|Air Conditioning|Airport Transfers|Bar|Bicycle Hire|Book Exchange|Free Breakfast|Breakfast Not Included|Business centre|Cable TV|Currency Exchange|Direct Dial Telephone|Telephone/Fax Facilities|Free City Maps|Free Internet Access|Free Parking|Free WiFi|Hair Dryers|Housekeeping|Internet Access|Laundry Facilities|Luggage Storage|Meeting Room|Minibar|Outdoor Terrace|Parking|Postal Service|Reading Light|Restaurant|Safe Deposit Box|Tea & Coffee Making Facilities|Tours/Travel Desk|Wheelchair Friendly,Child Friendly|Credit Cards Accepted|Non Smoking|Pet Friendly
341,7,"The price includes: free computer with Internet and WiFi 24 hours. Service bedding and towels. The use of a kitchen / dining room exclusively for guests, equipped with refrigerator, electric stove, electric jug, coffee maker, toaster and microwave. They also have a patio for reading and smoking. The Tango Hogar Guesthouse provides lodging in a family home in the oldest and most traditional neighbourhood of San Telmo in the City of Buenos Aires. Three rooms are available with the exclusive use of 3 bathrooms. An exclusive kitchen with refrigerator and microwave. Exclusive use of living room for tango dancing practice! So there is no excuse! There is a reading room,and also mail service and telephone. There is the very famous Antique Fair in the Plaza Dorrego every Sunday. This premises is run by it's owners with very economical prices. The ideal base to explore from! Breakfast is optional. Living room to practice tango. Kitchen, oven and refrigerator available. Please note: Check-in time 8AM Check out time. 8PM We accept only cash upon arrival (USA Dollars) Cancellation Policy 2 day before arrival Minimum stay 7 nights Breakfast such as coffee or tea only is included. Taxes are included",0,Breakfast Not Included|Café|Free City Maps|Free Internet Access|Free WiFi|Internet Access|Self-Catering Facilities|Luggage Storage|Tea & Coffee Making Facilities|Towels Included,
344,292,"Tired of those nights in hostel bars and sleeping next to the drunk disorderly? Want somewhere clean, professional, reliable with top location in Budapest? Do not look any further. Combining the charm of a historical building with the comfort of modernity, we are located in the heart of the historical city, on the main boulvard in the Budapest Soho area - the nightlife quarter as well as next to all the major transport networks and 1 min walk from the main station. This means you dont have to waste your time and money to travel around - the major historical and fun areas of Budapest are all walking distance from the Interflat Hostel. As our goal is that you spend a perfect time with us, we have redesigned the common areas in a retro, 80s style, you have acces to free internet, a big kitchen were you can cook your own meals, a big living room to party and meet your fellow guests and most importantly, great beds in spacious rooms, with balconies or big windows to the city. Our well-travelled, friendly staff would make sure that you get to know to the city and the real Hungarian atmosphere. 24/7 they are on duty ,eager to help you, grant security and cleanliness in the hostel. We offer dormitory accomodation to those who prefer the lively backpacker feeling, and want to get to know fellow travellers. Besides, private apartments are suited for those who would rather have quite, cozy accomodation. Any special requests, longer stays, group bookings, stag night arrangements are welcome all you need to do is contact us! Please note that we only accept cash payment. See you soon! :-)",80,24 Hour Reception|24 Hour Security|Airport Transfers|Bicycle Hire|Bicycle Parking|Breakfast Not Included|Cable TV|Card Phones|Ceiling Fan|Common Room|Currency Exchange|Elevator|Telephone/Fax Facilities|Free City Maps|Free Internet Access|Free WiFi|Hair Dryers|Hair Dryers For Hire|Hot Showers|Housekeeping|Internet Access|Self-Catering Facilities|Late check-out|Laundry Facilities|Linen Included|Security Lockers|Outdoor Terrace|Parking|Reading Light|Reception (limited hours)|Safe Deposit Box|STEAMROOM|Tea & Coffee Making Facilities|Tours/Travel Desk|Towels for hire|Washing machine,Credit Cards Not Accepted|No Curfew|Taxes Included
353,33,"Located in the green suburbs of Frankfurt, Just a -'hop'- from the bright lights of the city ! IDEAL CONNECTION (by train/metro) to city center and Frankfurt-Fair (Messe) All the comfort you need at an affordable price! - BEST value 4 your money ! =:) Whether business or pleasure we offer the right quality at competitive, affordable Price. ~~ WIFI Internet connected ~~ ~~ Hablamos Español * Perliamo Italiano ~~ You'll find here more than just a bed and a bath room. we want you to enjoy your stay, not just sleep here. higher standard then you may be expecting ! (* just try .... and you'll see for yourself) A place like home away from home, safe, friendly, fun and affordable. We are a family run hotel where quality and price are right and where young and old alike, are welcome and feel at ease. The fine balance between quality and reasonable, moderate rate is our steady commitment to you - our guest. Full buffet breakfast is served for only EUR 5,00 per person from 06:30 - to 09:30 Important: ... latest arrival / check-in time is usually - 22:00 hours (10:00 PM) ** English, Spanish, French - fluently spoken ** The modern, cosy lobby, the well appointed spacious and comfortable rooms (Satellite TV, DVDCD player, radio and - in some - safety box too), combined with the warm hospitality and friendly service are sure to make our hotel your preferred choice when visiting Frankfurt, Germany. The direct train line S-6 will take you simple, easy and relaxed right into the city centre. British- Scotish management =============================== Cancellation & no show policy ============================== Hotels usual 'free cancellation policy' is - 24 hours prior to arrival: Bookings during the Frankfurt-Fair periods however(listed below) can only be cancelled free of charge 15 days prior to arrival date. Later cancellations will be charged for complete period of the booking. For details please contact hotel. Fairs in Frankfurt/M. 2016......Please ask hotel for exact dates Heimtextil Premiere Ambiente MUSIK / ProLight + Sound Light & Building I F F A Tendence- 27.08.2016 - 30.08.2016 IFFA Frankfurt Auto show IAA - 12.09. - 17.09.2016 Book fair: 19.10. - 23.10.2016 Fairs 2017: HEIMTEX 09.01.-13.01.17 PAPERWORLD 26.01.-31.01.17 AMBIENTE 09.02.-14.02.17 ISH 13.03.-18.03.17 MUSIC +PROLIGHT 03.04.-08.04.17 TECHTEXTIL 08.05.-12.05.17 IMEX 15.05.-18.05.17 TENDENCE 25.08.-29.08.17 IAA AUTOSHOW 12.09.-29.09.17 BUCHMESSE 10.10.-15.10.17 CPHI-WORLDWIDE 23.10.-26.10.17 Guests must cancel 15 days prior to arrival if they have bookings arriving during any of the high season periods listed above. If the bookings are not cancelled in time or they are no-shows, they will be subject to a cancellation fee equivalent to 100% of the balance due. We are checking all given credit cards for charge authorization ! Please make sure ( by consulting your bank) that the credit card is fully valid and chargable in Germany. If charge authorization is rejected - booking can not be held",60,ATM|Bar|Book Exchange|Breakfast Not Included|Cable TV|Café|Ceiling Fan|Currency Exchange|Direct Dial Telephone|DVD's|Elevator|Telephone/Fax Facilities|Free City Maps|Free Internet Access|Free Parking|Hair Dryers|Housekeeping|Internet Access|Laundry Facilities|Luggage Storage|Meeting Room|Minibar|Outdoor Terrace|Parking|Restaurant|Safe Deposit Box|Swimming Pool|Tea & Coffee Making Facilities|Tours/Travel Desk,Child Friendly|Credit Cards Accepted|No Curfew|Pet Friendly|Taxes Included
355,256,"Granados Hostel & Bar will blow your mind away with its location, service and superb 24/7 on-call staff. It's in the heart of historic San Telmo, a typical Porteo quarter close to many tourist attractions. This 19th century-house has been recycled to comfortably accommodate you in any of its sparkling clean dorms for 8, 6 or 5 people with shared baths; or double and private rooms with en suite and shared baths. A fully equipped kitchen is available. Computers with internet access are available and also Wi Fi connection for free.",74,24 Hour Reception|24 Hour Security|Air Conditioning|Bar|BBQ|Free Breakfast|Cable TV|Common Room|Free City Maps|Free Internet Access|Free WiFi|Hair Dryers|Hot Showers|Internet Access|Self-Catering Facilities|Linen Included|Security Lockers|Luggage Storage|Outdoor Terrace|Restaurant|STEAMROOM|Tours/Travel Desk|Towels for hire|Vending Machines,Credit Cards Accepted|Non Smoking
356,487,"We are now the only hostel that picks up and drops off guests at the greyhound/premier bus terminal and the only hostel to offer free transfers to the marina twice a day All Dorm rooms are only 4 share and air conditioned! Located 400 metres from the main street, on the top of a small hill, Backpackers By The Bay has awesome ocean views and a relatively quiet and relaxed atmosphere. Accommodation is available in four share rooms, and doubles. Linen is provided and all rooms are serviced daily. The hostel has a saltwater swimming pool which is surrounded by hammocks, sun-lounges and palm trees as well as a huge sunbaking deck. A fully equipped kitchen with crockery, cutlery and utensils is provided, as is a laundry. The games room has internet access, a phone for imcoming calls, and pool table. Each night, during 'happy hour' the staff hold social activities to help guests meet each other - these include: *Team trivia competitions with the winners receiving a bottle of champagne. * Wii Sports competitions including Bowling, Tennis, Golf, Baseball and Boxing * Poker nights with a free pokereducation table for beginners * Killer Pool comps After all the fun and games, relax and watch a movie on the ONLY outdoor cinema in Airlie Beach Guests arriving by coach are met at the transit centre by a FREE courtesy bus, while FREE off-street parking is provided for those guests arriving by car. With the best local knowledge of all the tours in the Whitsundays we can help you choose the best trip for your needs. By the Bay is not affiliated with any tour opperators so we don't force any boat on you. We give you all the info and let YOU pick. We also offer a free nights accommodation, free luggage storage and free marina transfers with every overnight sailing tour booked with us ~THE ONLY HOSTEL IN AIRLIE WITH FREE MARINA TRANSFERS !!!~ The friendly and helpful staff look forward to meeting you! *FREE Courtesy bus service meeting all coaches(between 7am-7:30pm). *FREE Tea and Coffee *FREE Wii Sports game *FREE quiz for a bottle of champagne every night! *FREE pool table during office hours *FREE hammocks, sunlounges and BBQ use *FREE accommodation and storage (with every overnight trip booked) *FREE linen supplied to all beds *FREE unbiased tour advice- often at standby or discounted prices *FREE Fully equipped kitchen - all cutlery, crockery, pots and pans provided at no charge!!! *FREE Off street parking *WiFi available, one hour FREE *Laundry room with washers, dryer, ironing board and iron *Lounge/TV room with wet weather movie days orginised *All rooms serviced daily *Salt water pool surrounded by palm trees, hammocks and sun lounges plus a great sun bathing area! *Air-conditioned rooms - often at standby or discounted prices *Lending library *Safe and secure 24 hour access * Winner of Multiple Whitsunday Tourism Awards ~WINNER OF MULTIPLE WHITSUNDAY TOURISIM AWARDS~",84,Air Conditioning|Bar|BBQ|Card Phones|Common Room|Free Parking|Late check-out|Linen Included|Security Lockers|Luggage Storage|Pool Table|Reception (limited hours)|STEAMROOM|Swimming Pool|Tours/Travel Desk|Towels for hire,Child Friendly|Credit Cards Accepted|No Curfew
360,122,"Acme Guest House is in the green environment of central Thamel and has quite large rooms with an open lawn area .We have been in the tourism business more than 20 years. Several clients have returned regularly over the years to stay with us and have become good friends.Best part about our hostel is its location and Green garden. Acme Guest House is widely recognized as one of the best middle-ranged budget Hotels in central Thamel. It is conveniently in a quiet corner with spacious green garden with swimming Pool, banking, eating, shopping and nightlife are possible within easy reach of 2 minutes on foot. Its peaceful and relaxing environment lures anyone for pleasant stay being out of hustle and bustle of the touristic town. We offer a variety of attractive and reasonably priced rooms from Deluxe with air condition, balcony and garden facing, Standard rooms with private baths, and Economy room with share Bath, cold and hot shower, fan and cable TV, Telephone. Other facilities include restaurant and bar, internet access free yoga & Meditation, Free WI-FI Travel Desk etc.One can enjoy a leisurely breakfast in our quiet and relaxing garden while sunbathing.",80,24 Hour Reception|24 Hour Security|Air Conditioning|ATM|Bar|BBQ|Bicycle Hire|Bicycle Parking|Free Breakfast|Cable TV|Cafe|Ceiling Fan|Common Room|Telephone/Fax Facilities|Free City Maps|Free Parking|Free WiFi|Hair Dryers|Hot Showers|Internet Access|Laundry Facilities|Linen Included|Luggage Storage|Meals available|Outdoor Swimming Pool|Outdoor Terrace|Parking|Postal Service|Restaurant|Safe Deposit Box|Swimming Pool|Tours/Travel Desk|Towels Included|Wheelchair Friendly,Credit Cards Accepted|No Curfew|Taxes Included
364,647,"Welcome to the Arts Factory Backpackers Lodge. We invite you to come and relax in our enchanted 5 acre, subtropical haven. Laze by the pool, swing in the hammocks and soak up the friendly atmosphere for which we are universally famous. In the 70s, a group of hippies, locals and international artists created the Arts Factory! In the 80s it was an internationally recognized rock and roll venue. This is the birthplace of much of the fame and spirit of Byron Bay and it still maintains that original spirit today. Located only 10 minutes walk from the beach, we offer a wide range of groovy accommodation and funky abodes, ranging from teepees, island bungalows, dorms, doubles and even jungle camping. Our funky workshops include didgeridoo-making and yoga. Join in a game of table tennis, basketball or volleyball. Jump in our heated pool. Hang out in hip Byron Bay or relax on the spectacular beaches only ten minutes walk away. If you are musically inclined, come and record your songs in paradise at Buzz Studio, the Arts Factorys very own recording studio! Every evening in the Buddha Bar you can enjoy DJs, bands and live performances, as well as the Zany Talent Show every Monday night. We are an integral part of the Arts Factory Village which incorporates the Historic Buddha Bar Restaurant, The Byron Lounge Cinema and Buddha Gardens Day Spa. Dont miss the experience of a lifetime! Come stay with us ...relax, rejuvenate, recycle! Please Note: We do not take bookings for schoolies, Bucks nights, Hens nights or footy trips. Amex cards are not accepted. All bookings must be over the age of 18.",79,24 Hour Reception|24 Hour Security|Airport Transfers|Bar|Bicycle Hire|Bicycle Parking|Cafe|Card Phones|Common Room|Telephone/Fax Facilities|Free Parking|Games Room|Hair Dryers For Hire|Late check-out|Linen Included|Security Lockers|Luggage Storage|Outdoor Terrace|Parking|Pool Table|Postal Service|Reception (limited hours)|Restaurant|STEAMROOM|Swimming Pool|Tours/Travel Desk|Towels for hire|Wheelchair Friendly,Credit Cards Accepted|No Curfew
